Designation (and name),Prov.Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,Discovery date,site,discoverer(s)
,2011 UP410,32.649,46.371,8.4,20160113,345.4,179.9,241.7,2.7,0.174,39.51,3,MPO 317692,10/24/2011,568,M. Alexandersen
,2011 KW48,32.368,42.676,8.8,20110608,347.9,46.9,246.2,3.6,0.137,37.522,( 34d),MPO 300648,5/29/2011,266,New Horizons KBO Search
,2011 JY31,41.547,46.392,8.8,20160113,308.3,108,231.4,2.6,0.055,43.97,2,MPO 265011,5/4/2011,268,New Horizons KBO Search
,2011 JX31,39.943,49.903,8.2,20160113,111.3,20,139,3.3,0.111,44.923,2,MPO 246943,5/2/2011,268,New Horizons KBO Search
,2011 JW31,42.901,48.186,9.3,20160113,21.1,49.9,209,1.9,0.058,45.543,2,MPO 243507,5/4/2011,268,New Horizons KBO Search
,2011 JF31,35.988,47.235,5.4,20160113,86.1,253.4,236.8,27.7,0.135,41.612,4,MPO 342260,5/3/2011,809,
,2011 HL103,35.172,49.517,7.9,20110519,324.7,220.9,103.9,14.5,0.169,42.345,( 65d),MPO 300648,4/28/2011,268,New Horizons KBO Search
,2011 HJ103,38.633,54.364,9.3,20110519,324.5,199.1,126.3,5.4,0.169,46.498,( 65d),MPO 288496,4/28/2011,268,New Horizons KBO Search
,2011 HF103,42.761,42.868,8.5,20160113,304.1,185.8,152.2,3.1,0.001,42.815,2,MPO 262255,4/29/2011,268,New Horizons KBO Search
,2011 HE103,40.089,47.435,9.5,20160113,162.9,215.8,260.5,6.8,0.084,43.762,2,MPO 256132,4/28/2011,268,New Horizons KBO Search
,2011 HD103,32.744,55.321,8.4,20160113,235.1,304.4,121.1,5.7,0.256,44.032,2,MPO 256132,4/28/2011,268,New Horizons KBO Search
,2011 HZ102,42.607,43.771,9.3,20160113,83.5,42.9,154.5,2.4,0.013,43.189,2,MPO 265011,4/28/2011,268,New Horizons KBO Search
,2011 GM27,42.593,45.274,5.2,20160113,71.9,213.9,257.2,13,0.031,43.933,4,MPO 339448,4/2/2011,809,
,2011 FW62,33.024,46.627,5,20110409,126.3,131.5,250.2,26.8,0.171,39.825,( 62d),MPO 227504,3/25/2011,809,
,2010 VL201,34.486,50.227,6.1,20101120,0,296.9,108.9,5.3,0.186,42.357,( 51d),MPO 190748,11/12/2010,809,
,2010 VK201,38.293,47.912,4.6,20160113,176.4,80.9,156.6,28.9,0.112,43.103,3,MPO 245933,11/3/2010,809,
,2010 VR11,35.304,47.709,5.4,20160113,320.7,36.4,86.7,30.9,0.149,41.507,4,MPO 331303,11/2/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 VQ11,38.919,51.386,5.7,20160113,34.2,215.1,174.9,13.3,0.138,45.152,3,MPO 225901,11/2/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 TP182,36.963,53.078,6.5,20160113,328.6,234,210,9.7,0.179,45.02,3,MPO 339441,10/7/2010,F51,Pan-STARRS 1
,2010 SB41,28.359,51.266,8.2,20101011,348,250.4,139.4,5.2,0.288,39.812,( 77d),MPO 190734,9/16/2010,F51,PANSTARRS
,2010 RO64,41.16,52.111,5.3,20160113,1.6,313.1,60.8,17.1,0.117,46.636,3,MPO 209941,9/10/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 RN64,37.263,44.169,5.6,20160113,270.2,42.9,68.5,19.9,0.085,40.716,4,MPO 357160,9/10/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 RF64,35.508,50.058,5,20160113,22,209.1,131.1,28.7,0.17,42.783,3,MPO 307018,9/9/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 RN45,36.129,43.773,5.9,20100921,103.2,110.9,123.6,32.9,0.096,39.951,( 66d),MPO 227490,9/7/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 RF43,36.784,61.904,4.1,20160113,93.9,192,25.2,30.7,0.255,49.344,3,MPO 241988,9/6/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 PK66,40.297,40.89,5.6,20160113,122.1,217.5,331.6,13.7,0.007,40.594,3,MPO 304668,8/14/2010,809,"D. L. Rabinowitz, M. Schwa"
,2010 LK109,42.257,48.779,8.9,20100723,119,75.7,48,7.7,0.072,45.518,( 85d),MPO 190724,6/11/2010,568,"M. Yagi, Y. Komiyama, F. N"
,2010 LQ68,34.982,55.133,7.6,20160113,320.7,11.3,306.1,3.2,0.224,45.057,2,MPO 200860,6/11/2010,568,"M. Yagi, Y. Komiyama, F. N"
,2010 LP68,35.138,37.638,9.1,20160113,53.4,299.8,262.2,10.8,0.034,36.388,2,MPO 200860,6/11/2010,568,"M. Yagi, Y. Komiyama, F. N"
,2010 KZ39,42.925,47.607,4,20160113,250.5,318.1,53.1,26.1,0.052,45.266,3,MPO 232585,5/21/2010,304,"A. Udalski, S. S. Sheppard"
,2010 JK124,36.554,43.215,5.3,20160113,266.6,73.9,277.4,15.6,0.083,39.885,2,MPO 200859,5/11/2010,304,"C. A. Trujillo, A. Udalski"
,2010 HD112,43.143,45.848,6.5,20100504,0,310.2,280.2,3.9,0.03,44.496,( 50d),MPO 181805,4/20/2010,304,"A. Udalski, C. A. Trujillo"
,2010 HG109,30.539,49.141,7.3,20100504,0.1,184.3,47.8,29.2,0.233,39.84,( 49d),MPO 180051,4/21/2010,304,"S. S. Sheppard, A. Udalski"
,2010 HE79,31.951,46.304,5.2,20160113,59.7,282.9,238.7,15.7,0.183,39.128,5,MPO 262141,4/21/2010,304,"S. S. Sheppard, R. Poleski"
,2010 FX86,44.191,49.877,4.3,20160113,290.5,348.7,310.8,25.2,0.06,47.034,3,MPO 237403,3/17/2010,304,"S. S. Sheppard, A. Udalski"
,2010 FC49,37.207,41.085,5.7,20160113,255.9,295.9,1.7,39.7,0.05,39.146,5,MPO 339438,3/18/2010,809,"D. L. Rabinowitz, S. Tourt"
,2010 EL139,36.72,42.443,5.1,20160113,31.4,205.4,331,23,0.072,39.581,2,MPO 198981,3/12/2010,304,"A. Udalski, C. A. Trujillo"
,2010 AH2,38.656,56.32,5.6,20100124,359.5,357.8,127.9,16.2,0.186,47.488,( 71d),MPO 174049,1/6/2010,291,Spacewatch
,2009 UF156,41.908,43.643,6.5,20160113,292.4,37.2,74.6,1.3,0.02,42.776,5,MPO 327059,10/18/2009,568,
,2009 MG10,31.45,63.522,7,20090708,14.9,187.3,84.4,19.9,0.338,47.486,( 59d),MPO 181761,6/27/2009,807,"C. A. Trujillo, A. Udalski"
,2009 MA10,42.122,46.652,9.4,20090618,360,79.8,194.7,2.2,0.051,44.387,( 1d),MPO 170263,6/21/2009,568,"S. S. Sheppard, C. A. Truj"
,2009 KW36,38.054,51.92,8.7,20090529,56.2,83.1,21.9,29.7,0.154,44.987,( 28d),MPO 215168,5/27/2009,568,
,2009 KV36,41.306,44.542,8.2,20090509,179.8,238.9,129.1,16.3,0.038,42.924,( 1d),MPO 215168,5/25/2009,568,
,2009 KU36,35.923,50.061,9.2,20090509,351.4,57.4,143.3,20.4,0.164,42.992,( 6d),MPO 215168,5/20/2009,568,
,2009 KT36,27.51,59.357,8.8,20090509,292.4,261.3,32,29.7,0.367,43.434,( 6d),MPO 215168,5/20/2009,568,
,2009 KO30,41.322,47.35,8.6,20160113,222.4,345.2,53.9,9.4,0.068,44.336,3,MPO 201130,5/25/2009,568,M. Yagi
,2009 KM30,41.448,41.991,9,20090618,0.1,224.7,24.4,3.8,0.006,41.72,( 53d),MPO 160910,5/25/2009,568,M. Yagi
,2009 KL30,36.762,54.76,7.5,20160113,167.7,186.8,255.5,23.1,0.197,45.761,2,MPO 186002,5/25/2009,568,M. Yagi
,2009 KJ30,37.753,55.355,8.3,20090509,359.9,354.6,253.3,30.5,0.189,46.554,( 2d),MPO 159820,5/25/2009,568,M. Yagi
,2009 JF19,30.774,57.196,8.4,20090509,67.5,21.2,60,16.1,0.3,43.985,( 11d),MPO 215168,5/15/2009,568,
,2009 JE19,24.425,62.565,7.1,20090509,323.5,127.2,144,22,0.438,43.495,( 11d),MPO 215168,5/15/2009,568,
,2009 JD19,35.525,43.89,7.8,20090529,30.8,7.4,143.6,21.1,0.105,39.708,( 44d),MPO 215168,5/15/2009,568,
,2009 JB19,38.953,54.107,7.7,20090509,66.3,53,41.4,18.5,0.163,46.53,( 8d),MPO 215168,5/14/2009,568,
,2009 JA19,30.39,64.948,7.3,20090509,57.5,14.8,66.4,15.9,0.362,47.669,( 11d),MPO 215168,5/14/2009,568,
,2009 JW18,40.985,51.132,8.5,20090509,72.3,42.9,51,17.5,0.11,46.058,( 11d),MPO 215167,5/14/2009,568,
,2009 JV18,38.171,51.792,8.3,20090509,229.8,218.5,103.2,13.6,0.151,44.981,( 11d),MPO 215167,5/14/2009,568,
,2009 JT18,32.189,55.822,8.6,20090509,64.8,317.1,129.6,18.8,0.269,44.005,( 11d),MPO 215167,5/14/2009,568,
,2009 DT143,33.52,43.016,9.8,20090310,306.5,88,165.4,30.2,0.124,38.268,( 64d),MPO 215164,2/22/2009,568,
,2009 DS143,37.28,62.126,8.4,20160113,11.8,76.6,98.3,11,0.25,49.703,3,MPO 340183,2/18/2009,568,
,2009 DR143,39.697,54.712,7.6,20160113,288.3,198.4,82.8,9.5,0.159,47.204,3,MPO 340183,2/18/2009,568,
,2009 DQ143,32.45,56.184,8,20090218,217,279.8,61,11.4,0.268,44.317,( 35d),MPO 215164,2/18/2009,568,
,2009 DP143,38.717,48.784,8.4,20090330,246,169.7,141.2,16.1,0.115,43.751,(100d),MPO 215164,2/18/2009,568,
,2009 DO143,38.681,49.529,8.8,20090310,265.4,217.3,75.2,11.6,0.123,44.105,( 68d),MPO 215164,2/18/2009,568,
,2009 DN143,31.606,47.715,8.8,20160113,344.2,128.3,95,10.6,0.203,39.661,3,MPO 340183,2/18/2009,568,
,2009 DL143,41.838,45.826,7.6,20160113,103.7,331,111.3,11,0.045,43.832,3,MPO 331287,2/18/2009,568,
,2009 DK143,36.043,51.052,9,20090218,34.6,26.3,108,10.3,0.172,43.548,( 33d),MPO 215164,2/18/2009,568,
,2008 UB332,29.89,49.11,6.9,20081021,360,284.9,110.9,33.3,0.243,39.5,( 1d),MPO 149145,10/26/2008,807,L. H. Wasserman
,2008 UA332,44.152,45.504,5.2,20081110,0,287.5,97.5,32.1,0.015,44.828,( 57d),MPO 152521,10/26/2008,807,L. H. Wasserman
,2008 SP266,36.052,45.647,5.9,20160113,358.2,237.9,141.3,19.5,0.117,40.85,4,MPO 339419,9/26/2008,675,"M. E. Schwamb, M. E. Brown"
,2008 SO266,29.911,48.432,6.1,20160113,38,173,158.8,18.8,0.236,39.171,3,MPO 339419,9/24/2008,675,"M. E. Schwamb, M. E. Brown"
,2008 QB43,34.57,50.426,6,20160113,317,103.8,320.6,26.4,0.187,42.498,2,MPO 298681,8/25/2008,675,
,2008 NW4,36.55,53.378,5.2,20160113,355.7,41.5,285.1,23.2,0.187,44.964,3,MPO 237373,7/7/2008,675,
,2008 LD18,27.966,52.485,8.3,20080713,24.4,121.6,106.5,14.6,0.305,40.226,( 77d),MPO 232564,6/7/2008,568,"S. S. Sheppard, C. A. Truj"
,2008 CS190,35.611,49.616,6.3,20160113,29.8,152.4,326.6,15.9,0.164,42.613,4,MPO 339413,2/11/2008,675,
,2008 AQ118,38.664,52.193,6.2,20071226,360,177.2,312.6,23.5,0.149,45.428,( 1d),MPO 147445,1/6/2008,568,P. A. Wiegert
,2008 AP118,36.895,51.309,7.8,20071226,360,207.2,279.9,0.8,0.163,44.102,( 1d),MPO 147445,1/6/2008,568,P. A. Wiegert
,2007 XV50,43.041,48.863,4.9,20160113,100.9,273.5,53.6,22.9,0.063,45.952,4,MPO 215145,12/13/2007,675,
,2007 VK302,40.173,46.888,7,20071116,180.1,146.5,59.1,28.1,0.077,43.531,( 32d),MPO 132004,11/11/2007,807,
,2007 VJ302,40.218,45.805,6.8,20160113,357.1,333,59.2,8.7,0.065,43.012,5,MPO 285695,11/3/2007,807,
,2007 TQ436,29.692,49.812,10,20071027,0.1,358.4,16.3,8.9,0.253,39.752,( 54d),MPO 147443,10/14/2007,568,"S. S. Sheppard, C. A. Truj"
,2007 TC434,42.501,47.218,7,20071007,360,357.6,15.1,38.5,0.053,44.859,( 1d),MPO 141890,10/15/2007,304,
,2007 TX431,26.727,68.747,8.8,20071027,345.5,219.6,212,16.6,0.44,47.737,( 53d),MPO 141889,10/15/2007,568,
,2007 TW431,38.188,53.812,6.6,20071007,360,356.7,16.3,25.9,0.17,46,( 20d),MPO 141889,10/15/2007,304,
,2007 TV431,30.149,48.646,9.4,20071027,348,6.8,44.4,1.8,0.235,39.397,( 54d),MPO 141889,10/14/2007,568,
,2007 TH422,28.478,50.175,7.7,20160113,13.1,313.2,96.4,28.5,0.276,39.327,3,MPO 196692,10/3/2007,705,"A. C. Becker, A. W. Pucket"
,2007 TD418,39.143,57.089,7.9,20160113,2.8,278.1,119.4,15.1,0.186,48.116,2,MPO 317386,10/8/2007,807,
,2007 TC418,38.284,47.93,7.6,20071027,0.1,320.6,55.1,11.3,0.112,43.107,( 42d),MPO 131985,10/6/2007,807,
,2007 TZ417,35.956,46.945,7.5,20160113,308.2,31.4,72.5,22.3,0.133,41.451,4,MPO 339409,10/4/2007,807,
,2007 RY326,36.113,41.224,7.6,20160113,302.6,183.3,232.2,25.5,0.066,38.668,4,MPO 336470,9/6/2007,568,
,2007 RX326,38.85,52.909,7.5,20160113,27.9,51.5,264.4,25,0.153,45.88,3,MPO 336470,9/6/2007,568,
,2007 RW326,35.1,56.283,8.7,20160113,12.5,71.8,264.3,20.5,0.232,45.692,3,MPO 336470,9/6/2007,568,
,2007 RP314,39.155,50.261,8.2,20070828,359.9,80.9,263.2,12.3,0.124,44.708,( 2d),MPO 170180,9/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 RO314,40.651,49.618,7.8,20070828,359.9,121.2,221.8,14.2,0.099,45.134,( 2d),MPO 170180,9/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 RN314,42.75,46.504,6.5,20070828,179.8,324.8,198.7,22.5,0.042,44.627,( 2d),MPO 170180,9/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 RL314,38.635,41.841,6.9,20160113,120.2,18.4,211.2,21.1,0.04,40.238,4,MPO 336469,9/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 RT15,30.372,48.155,6.7,20160113,27.8,275.5,82.2,12.9,0.226,39.263,4,MPO 339406,9/11/2007,675,"M. E. Schwamb, M. E. Brown"
,2007 PS45,38.086,56.035,5.5,20160113,31.6,187.3,131.1,19.6,0.191,47.06,3,MPO 281884,8/12/2007,675,
,2007 OC10,35.459,63.385,5.7,20160113,8.9,52.2,258.2,21.7,0.283,49.422,4,MPO 237361,7/22/2007,675,
,2007 JF45,38.118,51.269,6,20070430,360,68.5,171.5,10.6,0.147,44.693,( 1d),MPO 141875,5/12/2007,675,
,2007 JH43,38.501,40.565,4.7,20160113,175.9,5.1,64.6,18.1,0.026,39.533,8,MPO 237361,5/10/2007,675,
,2007 HV90,40.888,47.223,6.1,20160113,37.7,118,88.9,2.9,0.072,44.055,2,MPO 340141,4/21/2007,807,M. W. Buie
,2007 FP51,35.798,54.47,8.1,20160113,30.7,57.4,72,25.6,0.207,45.134,6,MPO 336465,3/21/2007,568,
,2007 FM51,38.436,53.306,6.7,20160113,65.5,344.6,106.6,29.2,0.162,45.871,4,MPO 336464,3/21/2007,568,
,2007 DS101,40.396,48.185,6.7,20160113,283.4,211.6,26.6,1.4,0.088,44.29,4,MPO 260774,2/18/2007,568,
,2007 CX79,41.062,48.167,8.1,20070209,360,0.3,140.9,26.1,0.08,44.615,( 1d),MPO 170165,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CW79,42.287,43.681,8.2,20070209,180,182.2,138.7,1.5,0.016,42.984,( 1d),MPO 170165,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CV79,44.046,46.678,7.8,20070209,360,167,333.7,1.1,0.029,45.362,( 1d),MPO 170165,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CU79,42.067,44.339,8.2,20070209,360,51.4,85,2.7,0.026,43.203,( 1d),MPO 170165,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CT79,36.988,49.524,8.3,20070209,360,5.6,131.1,25.4,0.145,43.256,( 1d),MPO 170165,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CS79,42.701,46.224,7.1,20160113,33.3,145.3,330.3,1.5,0.04,44.462,4,MPO 335191,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CR79,36.865,58.215,7.6,20160113,15.4,358.1,133.2,21.8,0.225,47.54,4,MPO 331260,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CQ79,42.124,49.345,7,20160113,285.7,232.4,356.9,1.2,0.079,45.734,5,MPO 260773,2/14/2007,568,"P. A. Wiegert, A. Papadimo"
,2007 CK66,37.077,53.458,7.7,20070209,360,171.3,328.6,2,0.181,45.267,( 1d),MPO 147419,2/14/2007,568,P. A. Wiegert
,2007 CJ66,42.93,44.73,7.3,20070209,360,22.2,113.4,3.1,0.021,43.83,( 1d),MPO 147419,2/14/2007,568,P. A. Wiegert
,2007 BO81,36.538,51.543,7.7,20070120,0,11.7,117.2,10.4,0.17,44.041,( 1d),MPO 147418,1/19/2007,568,P. A. Wiegert
,2006 WF206,41.59,45.934,6.8,20160113,267.6,177.6,58.2,2.1,0.05,43.762,4,MPO 260771,11/23/2006,568,B. Gladman
,2006 WS195,30.086,48.464,7.5,20160113,81.7,231.5,62.5,32.7,0.234,39.275,3,MPO 315216,11/24/2006,568,
,2006 UT321,28.52,48.827,9.4,20061012,360,341.7,89,5.4,0.263,38.673,( 1d),MPO 121361,10/19/2006,695,
,2006 US321,40.277,49.77,8.5,20061012,360,276.8,153.6,1.7,0.105,45.023,( 1d),MPO 121361,10/19/2006,695,
,2006 UR321,30.734,47.894,8.5,20061012,360,282.5,140.1,2.9,0.218,39.314,( 1d),MPO 121361,10/19/2006,695,
,2006 UQ321,37.218,49.606,7.7,20061012,360,193.5,188.2,3.2,0.143,43.412,( 1d),MPO 121361,10/19/2006,695,
,2006 UP321,33.996,45.337,7.1,20060902,0,117.4,252.1,11,0.143,39.667,( 59d),MPO 147416,10/19/2006,695,
,2006 UO321,40.577,46.356,6.7,20160113,73.6,227.9,65.9,2.3,0.066,43.466,3,MPO 150025,10/19/2006,695,
,2006 UN321,38.238,49.959,7.8,20061012,360,183.1,162.5,24.1,0.133,44.098,( 1d),MPO 121361,10/19/2006,695,
,2006 UM321,44.258,45.3,7.7,20061012,360,198.9,147.6,4.3,0.012,44.779,( 1d),MPO 121361,10/19/2006,695,
,2006 UK321,42.63,45.656,6.6,20061012,360,186.8,150,2.9,0.034,44.143,( 1d),MPO 121361,10/19/2006,695,
,2006 UZ184,30.408,48.01,7.4,20160113,17.1,149.8,235.9,14.9,0.224,39.209,4,MPO 339400,10/22/2006,950,
,2006 UY184,39.495,49.092,7.1,20061121,0.1,290.8,97.8,1.7,0.108,44.293,( 83d),MPO 114804,10/22/2006,950,
,2006 TP130,38.496,49.793,6.7,20061012,360,4.6,8.1,4.5,0.128,44.145,( 1d),MPO 172185,10/13/2006,568,"P. A. Wiegert, A. M. Gilbe"
,2006 TO130,31.025,48.038,7.7,20061012,360,130.6,245.3,0.8,0.215,39.531,( 1d),MPO 172185,10/13/2006,568,"P. A. Wiegert, A. M. Gilbe"
,2006 TM130,35.016,52.122,7.9,20061012,360,177.5,188.9,6.9,0.196,43.569,( 1d),MPO 170156,10/13/2006,568,"P. A. Wiegert, A. Papadimo"
,2006 TK121,30.359,46.411,8.1,20061121,305.8,294.1,174.3,27.3,0.209,38.385,( 91d),MPO 124507,10/15/2006,807,
,2006 SH415,37.115,61.906,7.8,20160113,351.5,68.9,310.4,25.1,0.25,49.511,5,MPO 336455,9/18/2006,568,
,2006 SG415,33.952,61.5,7.8,20160113,354,183.3,186.9,31.4,0.289,47.726,6,MPO 336455,9/18/2006,568,
,2006 SF415,39.841,46.18,7.8,20160113,331.4,122.8,269.2,15.7,0.074,43.011,3,MPO 336455,9/18/2006,568,
,2006 SE415,41.283,43.581,7.6,20160113,92.1,51,208.9,18.6,0.027,42.432,4,MPO 357133,9/18/2006,568,
,2006 SL371,35.237,59.988,7.7,20061012,13.5,207.4,175.8,22.5,0.26,47.612,( 36d),MPO 111292,9/27/2006,705,"A. C. Becker, A. W. Pucket"
,2006 SG369,30.156,65.191,7.8,20160113,9.7,290.1,101.4,13.6,0.367,47.673,5,MPO 339397,9/16/2006,705,"A. C. Becker, A. W. Pucket"
,2006 RC103,35.942,47.512,6.3,20160113,327.4,87.1,310.4,17.2,0.139,41.727,5,MPO 339395,9/11/2006,705,"A. C. Becker, A. W. Pucket"
,2006 QR181,37.188,55.629,7.2,20160113,44.3,29.8,291.2,9.8,0.199,46.409,4,MPO 331254,8/22/2006,807,
,2006 QQ181,41.067,48.974,7.1,20060813,360,273.6,71.2,1.1,0.088,45.02,( 1d),MPO 121360,8/22/2006,807,
,2006 QP181,36.865,40.109,7,20060813,360,185.1,159.7,26.7,0.042,38.487,( 1d),MPO 121360,8/22/2006,807,
,2006 QO181,42.566,45.131,6.8,20060902,0,247.8,97.4,2.9,0.029,43.849,( 59d),MPO 111205,8/22/2006,807,
,2006 QN181,38.807,50.499,7.5,20060813,360,187.1,157.3,20.5,0.131,44.653,( 1d),MPO 121360,8/22/2006,807,
,2006 QM181,42.579,48.587,6.7,20060902,0,292.7,51.4,2.6,0.066,45.583,( 59d),MPO 158535,8/22/2006,807,
,2006 QL181,38.885,47.388,7.3,20060813,360,262.3,81.9,1.9,0.099,43.137,( 1d),MPO 121360,8/22/2006,807,
,2006 QK181,37.578,48.282,7.3,20060902,0,170.8,172.7,19.6,0.125,42.93,( 59d),MPO 111205,8/22/2006,807,
,2006 QF181,41.763,45.511,5.9,20060813,179.9,32.7,149.8,3.5,0.043,43.637,( 1d),MPO 121360,8/21/2006,807,
,2006 QE181,41.068,47.667,6.7,20060813,360,242.5,119.6,2.3,0.074,44.367,( 1d),MPO 121360,8/21/2006,807,
,2006 QD181,37.762,39.582,6.9,20060813,360,293.6,69.2,2.4,0.024,38.672,( 1d),MPO 121360,8/21/2006,807,
,2006 QC181,38.291,49.412,6.6,20060902,180.1,5.3,177.8,22.6,0.127,43.852,( 60d),MPO 111204,8/21/2006,807,
,2006 QB181,41.931,45.442,6.7,20060902,180.1,117.1,64.5,2.2,0.04,43.687,( 60d),MPO 111204,8/21/2006,807,
,2006 QA181,40.639,48.56,7.2,20060902,0,203.3,158.3,4.7,0.089,44.6,( 60d),MPO 111204,8/21/2006,807,
,2006 QZ180,44.704,45.728,6.8,20060813,180.3,342.7,179,23.8,0.011,45.216,( 1d),MPO 121360,8/21/2006,807,
,2006 QY180,35.691,49.415,7.2,20060902,0,318.2,20.9,2.6,0.161,42.553,( 60d),MPO 111204,8/21/2006,807,
,2006 QX180,41.716,47.408,7,20060813,360,359.9,337.5,2.6,0.064,44.562,( 1d),MPO 121360,8/21/2006,807,
,2006 QW180,30.668,45.562,7.5,20060813,360,180.5,156.7,12.3,0.195,38.115,( 1d),MPO 121360,8/21/2006,807,
,2006 QV180,44.236,45.335,6.5,20060813,180.3,19.6,119.1,14.2,0.012,44.785,( 1d),MPO 121360,8/21/2006,807,
,2006 QU180,43.019,43.489,6,20060813,360,345.1,331.5,19.1,0.005,43.254,( 1d),MPO 121360,8/21/2006,807,
,2006 QT180,37.052,38.17,6.1,20060813,360,178.5,123.9,31.2,0.015,37.611,( 1d),MPO 121360,8/21/2006,807,
,2006 QS180,40.839,51,6.6,20060813,360,2.1,300,31.1,0.111,45.919,( 1d),MPO 121360,8/21/2006,807,
,2006 QR180,34.861,46.075,7.8,20060813,360,1.1,235.8,39,0.139,40.468,( 2d),MPO 121360,8/21/2006,807,
,2006 QQ180,34.781,49.35,7,20160113,70.3,152,145.7,9.4,0.173,42.066,5,MPO 339395,8/28/2006,705,"A. C. Becker, A. W. Pucket"
,2006 OC22,42.333,48.232,6.6,20060704,360,160.8,138.2,0.8,0.065,45.283,( 1d),MPO 170151,7/19/2006,568,"P. A. Wiegert, A. Papadimo"
,2006 JW81,44.298,45.578,7,20060415,180.5,21,5.8,1.3,0.014,44.938,( 1d),MPO 170149,5/1/2006,568,"P. A. Wiegert, A. Papadimo"
,2006 JV58,42.206,48.015,6.7,20160113,9.8,92,144.7,0.3,0.064,45.111,3,MPO 198185,5/1/2006,695,M. W. Buie
,2006 JU58,40.508,52.332,6.6,20160113,96.6,255.3,238.5,7,0.127,46.42,4,MPO 339394,5/1/2006,695,M. W. Buie
,2006 HJ123,27.629,51.437,5.7,20160113,309,101.6,222.5,12.4,0.301,39.533,4,MPO 202426,4/27/2006,807,M. W. Buie
,2006 HG123,36.299,42.729,7.5,20060505,0,5.2,206.9,23.9,0.081,39.514,( 55d),MPO 104375,4/26/2006,807,M. W. Buie
,2006 HF123,32.195,40.933,7.1,20060415,360,179.8,308.8,12.8,0.119,36.564,( 2d),MPO 102336,4/25/2006,807,M. W. Buie
,2006 HE123,41.099,47.643,6.9,20060614,0.2,151.9,84.5,4.2,0.074,44.371,(117d),MPO 111170,4/28/2006,807,M. W. Buie
,2006 HD123,41.174,42.244,7.3,20060525,0.1,163.5,72.4,2.6,0.013,41.709,( 91d),MPO 104375,4/28/2006,807,M. W. Buie
,2006 HC123,39.179,49.02,7.5,20060525,0.1,177.8,57.5,10.7,0.112,44.099,( 91d),MPO 104375,4/28/2006,807,M. W. Buie
,2006 HB123,40.119,48.377,7.1,20160113,3.7,125.2,115.7,1.8,0.093,44.248,3,MPO 264952,4/28/2006,807,M. W. Buie
,2006 HA123,40.76,44.999,7.2,20160113,37.7,164.1,52,3.3,0.049,42.88,3,MPO 198182,4/27/2006,807,M. W. Buie
,2006 HZ122,40.286,52.036,7.2,20060614,0.2,356.4,242.5,30.2,0.127,46.161,(118d),MPO 111170,4/27/2006,807,M. W. Buie
,2006 HY122,43.198,45.125,6.5,20060614,0.2,209,29.3,2.9,0.022,44.161,(118d),MPO 111170,4/27/2006,807,M. W. Buie
,2006 HW122,42.456,48.832,6.5,20160113,61.7,125.6,46.2,1.5,0.07,45.644,4,MPO 339393,4/27/2006,807,M. W. Buie
,2006 HU122,41.546,44.861,6.6,20060415,360,179.4,61.5,49,0.038,43.203,( 1d),MPO 102336,4/26/2006,807,M. W. Buie
,2006 HT122,38.54,39.002,7.2,20060614,0.2,50.4,171.4,7.2,0.006,38.771,(119d),MPO 111170,4/26/2006,807,M. W. Buie
,2006 HS122,28.226,61.79,7.4,20060614,307.1,298.7,18.1,4.3,0.373,45.008,(119d),MPO 111170,4/26/2006,807,M. W. Buie
,2006 HP122,38.633,54.429,7.2,20160113,26.2,148.2,40.8,9.1,0.17,46.531,3,MPO 139794,4/26/2006,807,M. W. Buie
,2006 HN122,37.421,55.037,7.7,20160113,21.9,161,317.3,7.8,0.191,46.229,2,MPO 272246,4/26/2006,807,M. W. Buie
,2006 CH69,44.165,47.923,6.5,20160113,30.8,71.9,41.1,1.8,0.041,46.044,5,MPO 260760,2/3/2006,568,"P. A. Wiegert, A. Papadimo"
,2006 BR284,42.11,46.025,6.7,20160113,14.1,107.2,15.5,1.2,0.044,44.067,6,MPO 326986,1/31/2006,568,
,2006 AO98,34.678,41.71,7.9,20160113,306.7,81.4,126,23.8,0.092,38.194,4,MPO 339391,1/5/2006,568,
,2006 AN98,42.82,45.447,8.2,20060105,360,26.1,102.2,2.5,0.03,44.133,( 1d),MPO 98089,1/5/2006,568,
